Okoduwa	(D)	WOL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Wright	(G)	AVL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Walters	(D)	ARS	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Adedokun	(D)	BRE	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Casey	(D)	WHU	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Susoho	(M)	MCI	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Sagoe	(M)	ARS	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Fredrick	(D)	BRE	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Marschall	(G)	AVL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Brooking	(D)	CHE	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Ui-jo	(F)	NFO	£4.4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Barnett	(M)	WOL	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
O’Mahony	(F)	BHA	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Holding	(D)	CRY	£4.3	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Whittingham	(M)	WOL	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Coventry	(M)	WHU	£4.3	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Kesler-Hayden	(D)	AVL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Plange	(F)	CRY	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Hubner	(D)	WOL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Sweet	(D)	ARS	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Whitworth	(G)	CRY	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Hunt	(M)	EVE	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Orford	(M)	WHU	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Kavanagh	(D)	BHA	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Marshall	(F)	WHU	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Nyoni	(M)	LIV	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Egan-Riley	(D)	BUR	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Peupion	(M)	BHA	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
O'Brien	(M)	NFO	£4.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
J.Virginia	(G)	EVE	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Gillespie	(G)	NEW	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Krul	(G)	LUT	£4.4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Gauci	(G)	AVL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Dibley-Dias	(M)	FUL	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Carson	(G)	MCI	£3.8	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Hodge	(M)	WOL	£4.4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Barrington	(M)	BHA	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Ola-Adebomi	(F)	CRY	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Hein	(G)	ARS	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Marcondes	(M)	BOU	£4.3	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Brierley	(M)	BRE	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Barco	(D)	BHA	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Harrison	(M)	CHE	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Gordon	(F)	CRY	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Castledine	(M)	CHE	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Scarles	(D)	WHU	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Mrozek	(G)	LIV	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Kinsey-Wellings	(D)	BOU	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Kellyman	(M)	AVL	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Freuler	(M)	NFO	£4.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Mbabu	(D)	FUL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Johnson	(D)	LUT	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Adrián	(G)	LIV	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Perrone	(M)	MCI	£4.4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Samuels-Smith	(D)	CHE	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Muric	(G)	BUR	£4.3	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Balcombe	(G)	BRE	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Sekularac	(M)	FUL	£4.4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
De Fougerolles	(D)	FUL	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Scanlon	(D)	LIV	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Luker	(M)	LUT	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Randolph	(G)	BOU	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Curtis	(D)	SHU	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Hamilton	(M)	MCI	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Ebiowei	(M)	CRY	£4.4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Altay	(G)	MUN	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Collyer	(M)	MUN	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Dorrington	(D)	TOT	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Adaramola	(D)	CRY	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Jackson	(D)	BHA	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Mosquera	(D)	WOL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Ogunneye	(D)	MUN	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Yago Santiago	(M)	TOT	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
King	(G)	WOL	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Vigouroux	(G)	BUR	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Duffus	(M)	BHA	£4.4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Austin	(G)	TOT	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Zych	(G)	AVL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Nelson	(M)	LUT	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Proctor	(G)	AVL	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Shea	(G)	LUT	£4.3	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Greenwood	(D)	BOU	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Campbell	(D)	EVE	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Stansfield	(F)	FUL	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Stutter	(F)	CHE	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
King	(M)	FUL	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
McAtee	(F)	LUT	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Fernandez	(D)	MUN	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Vítek	(G)	MUN	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Hernes	(M)	NEW	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Osong	(F)	NFO	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Tauriainen	(M)	CHE	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Kim Ji-Soo	(D)	BRE	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Travers	(G)	BOU	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Gardner	(F)	NFO	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Seriki	(D)	SHU	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Forster	(G)	TOT	£3.8	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Hesketh	(M)	WOL	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Raymond	(M)	CRY	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Wright	(M)	MCI	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Bajcetic	(M)	LIV	£4.7	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Pitaluga	(G)	LIV	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Ibrahim	(M)	ARS	£4.5	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Manquillo	(D)	NEW	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Lonergan	(G)	EVE	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Bergström	(G)	CHE	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	0	0	0	0
Mings	(D)	AVL	£4.1	1 (0)	31	1	0	1	0	0.01	0	9%	0%	0.2	0	1	0	0.16	0	-0.67	5	0	0
Rodák	(G)	FUL	£3.9	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	-1.05	-3	0	-1
Bettinelli	(G)	CHE	£4	0 (0)	0	0	0	0	0	0	0	0%	0%	0.0	0	0	0	0	0	-1.05	-3	0	-1
