Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
296,James Hill,eng ENG,DF,Bournemouth,20,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
297,Jack Hinshelwood,eng ENG,FW,Brighton,17,2005,1,2,2,0.1,0,0,,0,1,2,2,0,0,0,0,0,-0.5,0,0.4,-0.4,-16.32,-16.93,Matches
298,Joseph Hodge,ie IRL,MF,Wolves,19,2002,6,175,29,5.1,1.9,1,58,0,5,23,11,1.17,1,5,-4,-2.06,-1.42,2.1,4.2,-2.1,-1.06,-0.48,Matches
299,Rob Holding,eng ENG,DF,Arsenal,26,1995,14,566,40,16.5,6.3,6,90,6,8,3,24,2.36,17,13,4,0.64,-0.66,13.5,11.5,2,0.32,-0.56,Matches
300,Mason Holgate,eng ENG,DF,Everton,25,1996,8,507,63,14.8,5.6,5,76,2,3,42,20,0.5,4,9,-5,-0.89,-0.33,6.8,8.8,-1.9,-0.35,0.23,Matches
301,Callum Hudson-Odoi,eng ENG,"FW,MF",Chelsea,21,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
302,Will Hughes,eng ENG,MF,Crystal Palace,27,1995,27,842,31,24.6,9.4,7,79,1,20,15,6,1.15,7,11,-4,-0.43,-0.25,11.2,12.8,-1.6,-0.17,0.08,Matches
303,Bashir Humphreys,eng ENG,DF,Chelsea,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
304,Omari Hutchinson,eng ENG,FW,Chelsea,18,2003,1,23,23,0.7,0.3,0,,0,1,23,4,0,0,0,0,0,0.24,0.1,0.6,-0.5,-1.98,-1.91,Matches
305,Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,35,"3,131",89,91.5,34.8,35,89,33,0,,0,1.63,64,57,7,0.2,0.2,51.5,45.4,6.1,0.18,-0.23,Matches
306,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,25,1996,28,"1,127",40,33,12.5,11,73,1,17,19,7,0.68,17,23,-6,-0.48,-0.05,22.6,22.5,0.2,0.01,0.52,Matches
307,Danny Ings,eng ENG,FW,West Ham,30,1992,17,775,46,22.7,8.6,7,79,1,10,22,2,1.24,11,13,-2,-0.23,0.14,11,13.7,-2.7,-0.32,-0.28,Matches
308,Danny Ings,eng ENG,FW,Aston Villa,30,1992,18,824,46,24.1,9.2,8,80,3,10,19,1,1.33,9,13,-4,-0.44,-0.75,13.6,12.6,1,0.11,0.22,Matches
309,Zidane Iqbal,iq IRQ,MF,Manchester Utd,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
310,Tim Iroegbunam,eng ENG,MF,Aston Villa,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
311,Alexander Isak,se SWE,FW,Newcastle Utd,22,1999,22,"1,522",69,44.5,16.9,17,83,7,5,23,0,1.68,29,20,9,0.53,-0.7,37.6,17.9,19.7,1.16,0.56,Matches
312,Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12,"1,080",90,31.6,12,12,90,12,0,,26,0.83,14,22,-8,-0.67,-0.32,17.7,20.3,-2.6,-0.22,0.17,Matches
313,Alex Iwobi,ng NGA,"MF,FW",Everton,26,1996,38,"3,378",89,98.8,37.5,38,89,34,0,,0,0.95,34,56,-22,-0.59,1.56,44.8,64.7,-19.9,-0.53,0.92,Matches
314,Karl Jakob Hein,ee EST,GK,Arsenal,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
315,Eldin Jakupović,ch SUI,GK,Everton,37,1984,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
316,Daniel James,wls WAL,FW,Leeds United,24,1997,4,198,50,5.8,2.2,2,64,0,2,36,0,1.25,5,2,3,1.36,2.29,3.9,4.1,-0.2,-0.1,0.44,Matches
317,Daniel James,wls WAL,FW,Fulham,24,1997,20,621,31,18.2,6.9,5,74,1,15,17,8,0.95,9,16,-7,-1.01,-1.3,7.3,15.4,-8.1,-1.17,-0.86,Matches
318,Reece James,eng ENG,"DF,MF",Chelsea,22,1999,16,"1,244",78,36.4,13.8,14,85,12,2,27,0,1.44,15,17,-2,-0.14,0.14,19.3,14.5,4.8,0.35,0.67,Matches
319,Vitaly Janelt,de GER,"MF,DF",Brentford,24,1998,35,"2,208",63,64.6,24.5,24,80,13,11,26,0,1.63,34,28,6,0.24,-0.2,38,30.4,7.7,0.31,0.37,Matches
320,Pontus Jansson,se SWE,DF,Brentford,31,1991,12,724,60,21.2,8,9,79,7,3,5,3,1.33,17,14,3,0.37,0.07,10.6,13,-2.5,-0.31,-0.62,Matches
321,Mathias Jensen,dk DEN,MF,Brentford,26,1996,37,"2,803",76,82,31.1,37,76,10,0,,0,1.51,45,40,5,0.16,-0.86,43.7,39.7,4.1,0.13,-0.28,Matches
322,Gabriel Jesus,br BRA,FW,Arsenal,25,1997,26,"2,064",79,60.4,22.9,24,84,11,2,20,0,2.23,53,23,30,1.31,0.31,43.2,23.2,20,0.87,0.21,Matches
323,Raúl Jiménez,mx MEX,FW,Wolves,31,1991,15,846,56,24.7,9.4,8,82,5,7,27,5,0.8,7,18,-11,-1.17,-0.61,10.6,16.6,-6,-0.64,-0.04,Matches
324,Joelinton,br BRA,"MF,FW",Newcastle Utd,25,1996,32,"2,661",83,77.8,29.6,30,87,25,2,24,1,1.78,51,26,25,0.85,-0.34,55.2,31.6,23.6,0.8,-0.24,Matches
325,Ben Johnson,eng ENG,DF,West Ham,22,2000,17,866,51,25.3,9.6,9,82,8,8,16,10,1.24,8,13,-5,-0.52,-0.24,12.9,15.2,-2.4,-0.25,-0.2,Matches
326,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,21,2001,38,"2,934",77,85.8,32.6,33,86,21,5,20,0,1,30,54,-24,-0.74,0.37,31.8,52.8,-20.9,-0.64,0.1,Matches
327,Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9,810,90,23.7,9,9,90,9,0,,21,1.67,16,10,6,0.67,1.18,12.1,8.5,3.6,0.4,0.83,Matches
328,Curtis Jones,eng ENG,MF,Liverpool,21,2001,18,"1,035",58,30.3,11.5,12,78,2,6,18,5,1.94,23,15,8,0.7,-0.06,23.2,15.8,7.4,0.64,0.11,Matches
329,Jorginho,it ITA,MF,Arsenal,30,1991,14,855,61,25,9.5,9,81,6,5,25,5,1.79,20,11,9,0.95,-0.32,14.1,8.5,5.7,0.6,-0.26,Matches
330,Jorginho,it ITA,MF,Chelsea,30,1991,18,"1,279",71,37.4,14.2,15,81,8,3,23,2,1.61,16,12,4,0.28,0.83,17,16.4,0.5,0.04,0.19,Matches
331,Mateo Joseph,eng ENG,"FW,MF",Leeds United,18,2003,3,26,9,0.8,0.3,0,,0,3,9,5,0.33,0,0,0,0,0.8,0.6,0.3,0.4,1.23,1.76,Matches
332,Diogo Jota,pt POR,FW,Liverpool,25,1996,22,"1,131",51,33.1,12.6,12,76,2,10,22,0,1.95,24,19,5,0.4,-0.51,25.4,17.6,7.8,0.62,0.07,Matches
333,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,22,2000,7,427,61,12.5,4.7,5,75,1,2,26,0,1,3,8,-5,-1.05,-0.18,6.7,9.9,-3.2,-0.67,0,Matches
334,Marc Jurado,es ESP,DF,Manchester Utd,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
335,James Justin,eng ENG,DF,Leicester City,24,1998,14,"1,252",89,36.6,13.9,14,89,12,0,,0,1,23,25,-2,-0.14,0.48,15.9,20.8,-5,-0.36,-0.03,Matches
336,Mathias Jørgensen,dk DEN,DF,Brentford,32,1990,18,"1,103",61,32.3,12.3,11,85,9,7,24,15,1.83,17,15,2,0.16,-0.23,18.4,20.5,-2.1,-0.17,-0.52,Matches
337,Sasa Kalajdzic,at AUT,FW,Wolves,25,1997,1,45,45,1.3,0.5,1,45,0,0,,0,3,1,0,1,2,2.75,0.6,0.6,0,0.04,0.65,Matches
338,Boubacar Kamara,fr FRA,MF,Aston Villa,22,1999,24,"1,777",74,52,19.7,21,83,14,3,14,0,1.63,28,30,-2,-0.1,-0.48,24.2,33.1,-8.9,-0.45,-0.81,Matches
339,Harry Kane,eng ENG,FW,Tottenham,29,1993,38,"3,405",90,99.6,37.8,38,90,35,0,,0,1.58,70,62,8,0.21,6.21,56.9,49.4,7.5,0.2,0.5,Matches
340,N'Golo Kanté,fr FRA,MF,Chelsea,31,1991,7,518,74,15.1,5.8,6,81,3,1,34,1,1.14,5,7,-2,-0.35,-0.13,8,4.9,3.1,0.54,0.73,Matches
341,Loris Karius,de GER,GK,Newcastle Utd,29,1993,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
342,Michael Keane,eng ENG,DF,Everton,29,1993,12,985,82,28.8,10.9,10,90,10,2,43,20,0.83,11,22,-11,-1.01,-0.56,14,23.2,-9.2,-0.84,-0.42,Matches
343,Neeskens Kebano,cd COD,FW,Fulham,30,1992,17,764,45,22.3,8.5,9,74,1,8,13,3,1.47,13,10,3,0.35,0.39,11.3,11.7,-0.4,-0.05,0.53,Matches
344,Thilo Kehrer,de GER,DF,West Ham,25,1996,27,"2,230",83,65.2,24.8,25,87,23,2,27,8,1.15,26,34,-8,-0.32,0.06,31.9,31.6,0.4,0.02,0.34,Matches
345,Naby Keïta,gn GUI,MF,Liverpool,27,1995,8,293,37,8.6,3.3,3,57,0,5,24,2,1.38,2,4,-2,-0.61,-1.48,5,3.7,1.2,0.37,-0.22,Matches
346,Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1,90,90,2.6,1,1,90,1,0,,28,1,4,4,0,0,-0.76,4,1.8,2.2,2.17,1.64,Matches
347,Lloyd Kelly,eng ENG,DF,Bournemouth,23,1998,23,"2,040",89,59.6,22.7,23,89,22,0,,0,1.13,19,38,-19,-0.84,0.14,22.2,36.2,-14.1,-0.62,0.11,Matches
348,Max Kilman,eng ENG,DF,Wolves,25,1997,37,"3,307",89,96.7,36.7,37,89,36,0,,1,1.08,30,56,-26,-0.71,0.09,35.1,57.1,-22,-0.6,0.26,Matches
349,Jakub Kiwior,pl POL,DF,Arsenal,22,2000,7,427,61,12.5,4.7,5,82,3,2,8,11,1.86,10,6,4,0.84,-0.39,6.6,6.5,0.1,0.02,-0.87,Matches
350,Kristoffer Klaesson,no NOR,GK,Leeds United,21,2000,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
351,Mateusz Klich,pl POL,"MF,FW",Leeds United,32,1990,14,280,20,8.2,3.1,0,,0,14,20,2,0.79,5,5,0,0,0.86,6.3,4.5,1.8,0.57,1.19,Matches
352,Ben Knight,eng ENG,MF,Manchester City,20,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
353,Robin Koch,de GER,DF,Leeds United,26,1996,36,"3,175",88,92.8,35.3,36,88,33,0,,1,0.86,46,74,-28,-0.79,-0.06,45,63.7,-18.7,-0.53,-0.13,Matches
354,Ibrahima Konaté,fr FRA,DF,Liverpool,23,1999,18,"1,552",86,45.4,17.2,17,90,17,1,22,3,1.72,34,22,12,0.7,-0.08,31.9,23.3,8.6,0.5,-0.13,Matches
355,Ezri Konsa,eng ENG,DF,Aston Villa,24,1997,38,"3,322",87,97.1,36.9,37,90,36,1,1,0,1.61,49,45,4,0.11,-0.81,47.7,51.1,-3.4,-0.09,-1.15,Matches
356,Kalidou Koulibaly,sn SEN,DF,Chelsea,31,1991,23,"1,800",78,52.6,20,20,87,17,3,23,6,1.26,20,22,-2,-0.1,0.29,26.8,22.6,4.1,0.21,0.61,Matches
357,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,32,1989,21,882,42,25.8,9.8,10,68,1,11,18,1,1.05,9,23,-14,-1.43,-0.86,9.3,16.7,-7.4,-0.75,-0.13,Matches
358,Mateo Kovačić,hr CRO,MF,Chelsea,28,1994,27,"1,707",63,49.9,19,17,82,10,10,32,2,1.15,14,25,-11,-0.58,-0.69,24.7,24.2,0.6,0.03,0.22,Matches
359,Matej Kovar,cz CZE,GK,Manchester Utd,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
360,Emil Krafth,se SWE,DF,Newcastle Utd,27,1994,1,1,1,0,0,0,,0,1,1,0,1,0,0,0,0,-0.92,0,0.1,-0.1,-8.84,-9.7,Matches
361,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,22,2000,30,"2,067",69,60.4,23,23,81,5,7,28,0,1.6,42,40,2,0.09,-0.25,32.8,30.6,2.2,0.09,-0.26,Matches
362,Layvin Kurzawa,fr FRA,DF,Fulham,29,1992,3,135,45,3.9,1.5,2,67,1,1,1,6,0.33,0,4,-4,-2.67,-2.83,1.1,4.4,-3.3,-2.21,-1.81,Matches
363,Adam Lallana,eng ENG,"MF,FW",Brighton,34,1988,16,722,45,21.1,8,12,55,0,4,15,0,1.56,16,10,6,0.75,0.31,12,10.7,1.3,0.16,-0.56,Matches
364,Tariq Lamptey,gh GHA,DF,Brighton,21,2000,20,453,23,13.2,5,3,60,1,17,16,3,1.6,6,7,-1,-0.2,-0.81,7.5,6.5,1,0.2,-0.47,Matches
365,Manuel Lanzini,ar ARG,"MF,FW",West Ham,29,1993,10,252,25,7.4,2.8,2,73,1,8,13,28,0.7,2,5,-3,-1.07,-0.79,3,5.8,-2.7,-0.98,-0.95,Matches
366,Aymeric Laporte,es ESP,DF,Manchester City,28,1994,12,993,83,29,11,11,89,10,1,16,15,2.33,21,10,11,1,-0.86,20.5,12.4,8.1,0.73,-0.69,Matches
367,Juan Larios,es ESP,DF,Southampton,18,2004,5,152,30,4.4,1.7,2,46,0,3,20,4,0.6,1,2,-1,-0.59,0.4,1.4,2.5,-1.1,-0.66,-0.05,Matches
368,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,28,1993,7,218,31,6.4,2.4,2,90,2,5,8,21,1.89,2,5,-3,-1.24,-2.31,2.6,4.3,-1.7,-0.69,-1.65,Matches
369,Roméo Lavia,be BEL,MF,Southampton,18,2004,29,"2,221",77,64.9,24.7,26,82,14,3,30,0,0.69,28,50,-22,-0.89,0.23,25.8,41,-15.2,-0.62,-0.01,Matches
370,Dexter Lembikisa,jm JAM,DF,Wolves,18,2003,1,23,23,0.7,0.3,0,,0,1,23,1,0,0,1,-1,-3.91,-3.22,0.4,0.4,0,0.05,0.66,Matches
371,Mario Lemina,ga GAB,MF,Wolves,28,1993,19,"1,299",68,38,14.4,17,74,8,2,18,0,1.42,14,28,-14,-0.97,-0.42,13.2,27,-13.8,-0.95,-0.56,Matches
372,Clément Lenglet,fr FRA,DF,Tottenham,27,1995,26,"2,019",78,59,22.4,24,83,14,2,9,11,1.54,45,35,10,0.45,0.64,36.8,28.7,8.1,0.36,0.41,Matches
373,Bernd Leno,de GER,GK,Fulham,30,1992,36,"3,240",90,94.7,36,36,90,36,0,,2,1.39,53,51,2,0.06,0.06,43.5,61.7,-18.2,-0.5,-0.81,Matches
374,Jefferson Lerma,co COL,MF,Bournemouth,27,1994,37,"3,252",88,95.1,36.1,37,88,33,0,,0,1.05,34,67,-33,-0.91,-0.38,35.7,60.5,-24.8,-0.69,-0.43,Matches
375,Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,24,1998,2,11,6,0.3,0.1,0,,0,2,6,20,2,0,1,-1,-8.18,-9.13,0.1,1,-1,-7.94,-8.82,Matches
376,Rico Lewis,eng ENG,"DF,MF",Manchester City,17,2004,14,903,65,26.4,10,10,82,6,4,21,23,2.29,18,8,10,1,-0.83,20.8,9,11.9,1.19,-0.05,Matches
377,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,21,2001,10,321,32,9.4,3.6,3,61,0,7,20,9,1.5,10,4,6,1.68,1.51,7.2,4.1,3.2,0.89,0.78,Matches
378,Victor Lindelöf,se SWE,DF,Manchester Utd,28,1994,20,"1,365",68,39.9,15.2,14,90,13,6,18,10,1.95,29,16,13,0.86,0.77,35.3,20.4,14.9,0.98,0.88,Matches
379,Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,29,1992,17,923,54,27,10.3,12,70,2,5,16,12,0.71,8,17,-9,-0.88,-0.12,10.4,15.2,-4.9,-0.47,0.25,Matches
380,Valentino Livramento,eng ENG,"DF,FW",Southampton,19,2002,2,28,14,0.8,0.3,0,,0,2,14,0,0.5,0,0,0,0,0.98,0.1,1.6,-1.5,-4.77,-4.19,Matches
381,Diego Llorente,es ESP,DF,Leeds United,28,1993,8,649,81,19,7.2,7,90,7,1,19,11,1,11,12,-1,-0.14,0.8,10.9,10.4,0.5,0.07,0.73,Matches
382,Hugo Lloris,fr FRA,GK,Tottenham,35,1986,25,"2,205",88,64.5,24.5,25,88,24,0,,1,1.68,44,39,5,0.2,0.06,35.7,30.8,4.8,0.2,0,Matches
383,Renan Lodi,br BRA,DF,Nott'ham Forest,24,1998,28,"2,214",79,64.7,24.6,26,83,16,2,25,2,1.11,29,48,-19,-0.77,0.05,27,41.1,-14.1,-0.57,0.23,Matches
384,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,26,1996,25,"1,536",61,44.9,17.1,19,73,6,6,26,6,1.36,22,23,-1,-0.06,0.32,21.7,27.2,-5.5,-0.32,-0.44,Matches
385,Andy Lonergan,ie IRL,GK,Everton,38,1983,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
386,Sean Longstaff,eng ENG,MF,Newcastle Utd,24,1997,33,"2,518",76,73.6,28,28,87,24,5,18,0,1.91,48,18,30,1.07,0.57,50.6,26.6,24,0.86,0.02,Matches
387,Jamal Lowe,jm JAM,"MF,FW",Bournemouth,28,1994,2,12,6,0.4,0.1,0,,0,2,6,8,0,0,0,0,0,0.9,0.1,0.7,-0.7,-4.95,-4.3,Matches
388,Douglas Luiz,br BRA,MF,Aston Villa,24,1998,37,"2,927",79,85.6,32.5,33,86,23,4,23,1,1.57,46,33,13,0.4,1.86,43.3,41.5,1.7,0.05,0.78,Matches
389,Saša Lukić,rs SRB,MF,Fulham,25,1996,12,412,34,12,4.6,4,75,1,8,14,4,1.33,3,10,-7,-1.53,-1.8,4.8,9.9,-5.1,-1.12,-0.75,Matches
390,Lyanco,br BRA,DF,Southampton,25,1997,21,"1,180",56,34.5,13.1,11,88,9,10,22,8,0.86,14,26,-12,-0.92,0.09,14.8,23.1,-8.3,-0.63,-0.03,Matches
391,Alexis Mac Allister,ar ARG,MF,Brighton,23,1998,35,"2,886",82,84.4,32.1,31,89,27,4,32,0,1.6,54,45,9,0.28,-1.4,62,39.5,22.5,0.7,0.6,Matches
392,James Maddison,eng ENG,"MF,FW",Leicester City,25,1996,30,"2,480",83,72.5,27.6,28,86,21,2,34,0,0.93,41,54,-13,-0.47,-0.09,38.1,46,-7.9,-0.29,0.18,Matches
393,Noni Madueke,eng ENG,FW,Chelsea,20,2002,12,643,54,18.8,7.1,7,75,0,5,24,4,0.83,6,13,-7,-0.98,-0.91,8.1,12.5,-4.4,-0.62,-0.66,Matches
394,Harry Maguire,eng ENG,DF,Manchester Utd,29,1993,16,767,48,22.4,8.5,8,90,8,8,6,15,2.5,15,7,8,0.94,0.7,18.5,10.8,7.7,0.9,0.58,Matches
395,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,31,1991,30,"1,920",64,56.1,21.3,22,80,11,8,20,8,2.5,51,23,28,1.31,-0.67,44.1,18.9,25.2,1.18,-0.1,Matches
396,Kobbie Mainoo,eng ENG,MF,Manchester Utd,17,2005,1,11,11,0.3,0.1,0,,0,1,11,7,3,0,0,0,0,-0.4,0.6,0.3,0.3,2.37,1.92,Matches
397,Ainsley Maitland-Niles,eng ENG,"DF,MF",Southampton,24,1997,22,"1,407",64,41.1,15.6,13,86,7,9,32,5,0.64,16,31,-15,-0.96,0.02,17.7,22.2,-4.5,-0.29,0.55,Matches
398,Tyrell Malacia,nl NED,DF,Manchester Utd,22,1999,22,"1,396",63,40.8,15.5,14,84,10,8,27,15,2,22,14,8,0.52,0.2,29.5,19.2,10.4,0.67,0.36,Matches
399,Orel Mangala,be BEL,MF,Nott'ham Forest,24,1998,27,"1,550",57,45.3,17.2,20,70,5,7,20,5,1.19,22,24,-2,-0.12,1.23,19.6,28.9,-9.3,-0.54,0.21,Matches
400,Javier Manquillo,es ESP,DF,Newcastle Utd,28,1994,4,37,9,1.1,0.4,0,,0,4,9,24,3,2,1,1,2.43,1.53,1,0.9,0.1,0.18,-0.68,Matches
401,Sekou Mara,fr FRA,"FW,MF",Southampton,20,2002,22,555,25,16.2,6.2,4,58,0,18,18,11,0.73,6,10,-4,-0.65,0.39,4.9,9.4,-4.5,-0.73,-0.14,Matches
402,Wanya Marcal-Madivadua,pt POR,MF,Leicester City,19,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
403,Solly March,eng ENG,"FW,DF",Brighton,28,1994,33,"2,715",82,79.4,30.2,31,86,19,2,30,0,1.67,58,40,18,0.6,0.47,59,36.2,22.8,0.75,0.71,Matches
404,Emiliano Marcondes,dk DEN,MF,Bournemouth,27,1995,1,9,9,0.3,0.1,0,,0,1,9,9,0,0,1,-1,-10,-9.13,0,0.3,-0.3,-2.78,-2.12,Matches
405,Marquinhos,br BRA,MF,Arsenal,19,2003,1,1,1,0,0,0,,0,1,1,14,3,0,0,0,0,-1.18,0,0,0,0,-0.79,Matches
406,Filip Marshall,eng ENG,GK,Aston Villa,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
407,Anthony Martial,fr FRA,FW,Manchester Utd,26,1995,21,978,47,28.6,10.9,11,64,0,10,28,0,2.19,16,8,8,0.74,0.48,21.5,13.7,7.8,0.72,0.37,Matches
408,Martinelli,br BRA,FW,Arsenal,21,2001,36,"2,789",77,81.5,31,34,80,16,2,28,0,2.25,72,33,39,1.26,0.4,59.9,35.7,24.3,0.78,-0.02,Matches
409,Emiliano Martínez,ar ARG,GK,Aston Villa,29,1992,36,"3,139",87,91.8,34.9,36,87,34,0,,1,1.61,47,38,9,0.26,1.54,46.5,43.9,2.6,0.08,1.64,Matches
410,Lisandro Martínez,ar ARG,DF,Manchester Utd,24,1998,27,"2,114",78,61.8,23.5,24,87,19,3,11,0,1.85,35,33,2,0.09,-0.81,36.3,32.3,4,0.17,-0.75,Matches
411,Pape Matar Sarr,sn SEN,"MF,FW",Tottenham,19,2002,11,218,20,6.4,2.4,2,49,0,9,13,15,1.45,6,11,-5,-2.06,-2.4,4.5,5.9,-1.5,-0.6,-0.85,Matches
412,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,25,1997,29,770,27,22.5,8.6,6,65,0,23,17,8,1.1,5,10,-5,-0.58,-0.45,10.6,13.5,-3,-0.35,-0.15,Matches
413,Joël Matip,cm CMR,DF,Liverpool,30,1991,14,"1,092",78,31.9,12.1,12,86,10,2,28,15,1.29,21,20,1,0.08,-0.96,22.5,16.6,5.9,0.48,-0.13,Matches
414,Neal Maupay,fr FRA,"FW,MF",Brighton,25,1996,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
415,Neal Maupay,fr FRA,FW,Everton,25,1996,27,"1,118",41,32.7,12.4,11,78,1,16,16,6,1,12,19,-7,-0.56,0.06,14.2,21.2,-7,-0.56,-0.03,Matches
416,Kevin Mbabu,ch SUI,"DF,FW",Fulham,27,1995,6,144,24,4.2,1.6,1,44,0,5,20,8,0.67,2,7,-5,-3.12,-3.32,1.4,6.8,-5.3,-3.34,-3,Matches
417,Loïc Mbe Soh,fr FRA,DF,Nott'ham Forest,21,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
418,Luke Mbete-Tatu,eng ENG,DF,Manchester City,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
419,Bryan Mbeumo,cm CMR,FW,Brentford,22,1999,38,"2,906",76,85,32.3,36,79,10,2,24,0,1.55,50,39,11,0.34,0.17,45.6,41.4,4.3,0.13,-0.32,Matches
420,Sean McAllister,nir NIR,DF,Everton,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
421,James McArthur,sct SCO,MF,Crystal Palace,34,1987,4,54,14,1.6,0.6,0,,0,4,14,8,1.75,0,0,0,0,0.24,0.7,0.4,0.2,0.41,0.65,Matches
422,Kasey McAteer,eng ENG,MF,Leicester City,20,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
423,Alex McCarthy,eng ENG,GK,Southampton,32,1989,6,540,90,15.8,6,6,90,6,0,,21,0.17,9,17,-8,-1.33,-0.43,7.2,15,-7.7,-1.29,-0.8,Matches
424,Thomas Mcgill,eng ENG,GK,Brighton,22,2000,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
425,John McGinn,sct SCO,"MF,FW",Aston Villa,27,1994,34,"2,693",79,78.7,29.9,30,86,22,4,26,1,1.59,36,31,5,0.17,0.17,39.4,38,1.4,0.05,0.5,Matches
426,Scott McKenna,sct SCO,DF,Nott'ham Forest,25,1996,20,"1,571",79,45.9,17.5,19,82,16,1,16,5,0.85,14,32,-18,-1.03,-0.45,18.8,28.5,-9.7,-0.56,0.18,Matches
427,Weston McKennie,us USA,MF,Leeds United,23,1998,19,"1,437",76,42,16,16,85,9,3,28,0,0.68,20,35,-15,-0.94,-0.26,17.7,28.3,-10.6,-0.67,-0.25,Matches
428,Dwight McNeil,eng ENG,"FW,MF",Everton,22,1999,36,"2,498",69,73,27.8,28,83,19,8,22,2,0.97,26,46,-20,-0.72,-0.43,35.1,50.2,-15.1,-0.54,-0.01,Matches
429,Scott McTominay,sct SCO,MF,Manchester Utd,25,1996,24,"1,160",48,33.9,12.9,10,85,7,14,22,2,2,17,20,-3,-0.23,-0.95,19.1,22.5,-3.4,-0.27,-1.09,Matches
430,Ben Mee,eng ENG,DF,Brentford,32,1989,37,"3,269",88,95.6,36.3,37,88,34,0,,1,1.59,56,40,16,0.44,2.82,54.7,46.1,8.6,0.24,1.29,Matches
431,Arthur Melo,br BRA,MF,Liverpool,25,1996,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
432,Edouard Mendy,sn SEN,GK,Chelsea,30,1992,10,855,86,25,9.5,9,90,9,1,45,13,1.1,11,14,-3,-0.32,-0.11,10.3,13.4,-3.2,-0.33,-0.34,Matches
433,Nampalys Mendy,sn SEN,MF,Leicester City,30,1992,19,757,40,22.1,8.4,7,72,2,12,21,14,1.42,12,13,-1,-0.12,0.42,14.6,12.9,1.7,0.2,0.69,Matches
434,Chris Mepham,wls WAL,DF,Bournemouth,24,1997,26,"2,199",85,64.3,24.4,24,90,23,2,24,7,1,23,52,-29,-1.19,-0.82,20.5,41.5,-21,-0.86,-0.55,Matches
435,Illan Meslier,fr FRA,GK,Leeds United,22,2000,34,"3,060",90,89.5,34,34,90,34,0,,4,0.88,43,67,-24,-0.71,0.79,42.7,57.9,-15.2,-0.45,0.72,Matches
436,Alexander Mighten,eng ENG,FW,Nott'ham Forest,20,2002,1,8,8,0.2,0.1,0,,0,1,8,5,0,0,0,0,0,0.79,0,0.2,-0.2,-2.55,-1.9,Matches
437,Lewis Miley,eng ENG,MF,Newcastle Utd,16,2006,1,15,15,0.4,0.2,0,,0,1,15,3,1,0,0,0,0,-0.93,0.1,0.9,-0.8,-4.62,-5.5,Matches
438,Luka Milivojević,rs SRB,MF,Crystal Palace,31,1991,18,512,28,15,5.7,5,68,1,13,13,16,1.44,5,7,-2,-0.35,-0.13,4.4,7.7,-3.4,-0.59,-0.42,Matches
439,Stanley Mills,eng ENG,MF,Everton,18,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
